contexto,lacuna,gabarito,classificacao,correcao,pontuacao_nlpcloze,correcao_nlpcloze
"Foi quando chegou à sala um colega muito apressado, com a notícia de que o avião [LACUNA] são e salvo há pouco tempo",estava,aterrissara,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA],acreditava,riu,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que [LACUNA] incrédulo e irritado que não era verdade porque vira o avião cair",ficou,disse,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não [LACUNA] verdade porque vira o avião cair",era,era,verbo,exata,1.0,exata
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque [LACUNA] o avião cair",mesmo,vira,conjunção concessiva,incorreta,0.0,incorreta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque vira o avião [LACUNA]",incendiado,cair,adjetivo,incorreta,0.5,classe_correta
"Agora, quando [LACUNA] desse fato, concluo que ele não mentiu",falou,lembro,verbo,classe_correta,0.5,classe_correta
"Agora, quando lembro desse fato, [LACUNA] que ele não mentiu",para,concluo,preposição,incorreta,0.0,incorreta
"Agora, quando lembro desse fato, concluo que ele não [LACUNA]",mentiu,mentiu,verbo,exata,1.0,exata
"Ele, realmente, [LACUNA] a queda do avião",viu,vira,verbo,aceitavel,0.5,classe_correta
"Para ele, o avião [LACUNA] e incendiara, e tudo o mais",caiu,caíra,verbo,aceitavel,1.0,aceitavel
"Para ele, o avião caíra e [LACUNA], e tudo o mais",incendiou,incendiara,verbo,aceitavel,1.0,grafia_incorreta
"E ele [LACUNA] no que dizia, porque era um ficcionista",acreditou,acreditava,verbo,classe_correta,1.0,grafia_incorreta
"E ele acreditava no que [LACUNA], porque era um ficcionista",viu,dizia,verbo,classe_correta,0.5,classe_correta
"E ele acreditava no que dizia, porque [LACUNA] um ficcionista",pensou,era,verbo,classe_correta,0.5,classe_correta
"Naquele momento, [LACUNA] apenas de lápis e papel",escreveu,precisava,verbo,classe_correta,0.5,classe_correta
"[LACUNA] um escritor, se escrevesse o que dizia",como,Seria,preposição,incorreta,0.0,incorreta
"Seria um escritor, se [LACUNA] o que dizia",era,escrevesse,verbo,classe_correta,0.5,classe_correta
"Seria um escritor, se escrevesse o que [LACUNA]",pensava,dizia,verbo,classe_correta,1.0,aceitavel
Todo mundo [LACUNA] que ele era mentiroso,sabia,sabia,verbo,exata,1.0,exata
Todo mundo sabia que ele [LACUNA] mentiroso,era,era,verbo,exata,1.0,exata
"Uma vez, o rádio [LACUNA] uma notícia alarmante",trouxe,deu,verbo,classe_correta,1.0,aceitavel
Um avião em dificuldades [LACUNA] a cidade,de,sobrevoava,preposição,incorreta,0.0,incorreta
[LACUNA] a qualquer momento,pousse,Cairia,verbo,classe_correta,0.5,classe_correta
"[LACUNA] para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",acontece,Fomos,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e [LACUNA] sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",trauma,conversávamos,nome substantivo,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando [LACUNA] o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",viu,apareceu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e [LACUNA] horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",ficou,disse,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que [LACUNA] em perigo caiu perto da casa dele e por pouco a família escapou",estava,estava,verbo,exata,1.0,exata
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo [LACUNA] perto da casa dele e por pouco a família escapou",-,caiu,-,incorreta,0.0,branco
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família [LACUNA]",sobreviveu,escapou,verbo,aceitavel,1.0,aceitavel
"E [LACUNA] o avião incendiado, o piloto gritando por socorro",-,descreveu,-,incorreta,0.0,branco
"[LACUNA] quando chegou à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",então,Foi,advérbio de tempo,incorreta,0.0,incorreta
"Foi quando [LACUNA] à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",viu,chegou,verbo,classe_correta,0.5,classe_correta
"Foi quando chegou à sala um colega muito apressado, com a notícia de que o avião [LACUNA] são e salvo há pouco tempo",encendiou,aterrissara,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA],resgatou,riu,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que [LACUNA] incrédulo e irritado que não era verdade porque vira o avião cair",então,disse,advérbio de tempo,incorreta,0.0,incorreta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não [LACUNA] verdade porque vira o avião cair",caiu,era,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque [LACUNA] o avião cair",isso,vira,pronome relativo,incorreta,0.0,incorreta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque vira o avião [LACUNA]",salvou,cair,verbo,classe_correta,1.0,aceitavel
"Agora, quando [LACUNA] desse fato, concluo que ele não mentiu",ele,lembro,pronome pessoal,incorreta,0.0,incorreta
"Agora, quando lembro desse fato, [LACUNA] que ele não mentiu",soube,concluo,verbo,classe_correta,0.5,classe_correta
"Agora, quando lembro desse fato, concluo que ele não [LACUNA]",sobreviveu,mentiu,verbo,classe_correta,0.5,classe_correta
"Ele, realmente, [LACUNA] a queda do avião",viu,vira,verbo,aceitavel,0.5,classe_correta
"Para ele, o avião [LACUNA] e incendiara, e tudo o mais",caiu,caíra,verbo,aceitavel,1.0,aceitavel
"Para ele, o avião caíra e [LACUNA], e tudo o mais",encendiou,incendiara,verbo,aceitavel,0.5,classe_correta
"E ele [LACUNA] no que dizia, porque era um ficcionista",ficou,acreditava,verbo,classe_correta,0.5,classe_correta
"E ele acreditava no que [LACUNA], porque era um ficcionista",pensava,dizia,verbo,classe_correta,1.0,aceitavel
"E ele acreditava no que dizia, porque [LACUNA] um ficcionista",era,era,verbo,exata,1.0,exata
"Naquele momento, [LACUNA] apenas de lápis e papel",percebeu,precisava,verbo,classe_correta,0.5,classe_correta
"[LACUNA] um escritor, se escrevesse o que dizia",que,Seria,pronome relativo,incorreta,0.0,incorreta
"Seria um escritor, se [LACUNA] o que dizia",concretiza,escrevesse,verbo,classe_correta,0.5,classe_correta
"Seria um escritor, se escrevesse o que [LACUNA]",fez,dizia,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA] que ele era mentiroso,dizia,sabia,verbo,classe_correta,1.0,aceitavel
Todo mundo sabia que ele [LACUNA] mentiroso,era,era,verbo,exata,1.0,exata
"Uma vez, o rádio [LACUNA] uma notícia alarmante",deu,deu,verbo,exata,1.0,exata
Um avião em dificuldades [LACUNA] a cidade,passaria,sobrevoava,verbo,classe_correta,0.5,classe_correta
[LACUNA] a qualquer momento,cairia,Cairia,verbo,exata,1.0,exata
"[LACUNA] para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",ligaram,Fomos,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e [LACUNA] sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",avisaram,conversávamos,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando [LACUNA] o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",avisaram,apareceu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e [LACUNA] horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",ficou,disse,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que [LACUNA] em perigo caiu perto da casa dele e por pouco a família escapou",estava,estava,verbo,exata,1.0,exata
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo [LACUNA] perto da casa dele e por pouco a família escapou",estava,caiu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família [LACUNA]",dele,escapou,contração,incorreta,0.0,incorreta
"E [LACUNA] o avião incendiado, o piloto gritando por socorro",estava,descreveu,verbo,classe_correta,0.5,classe_correta
"[LACUNA] quando chegou à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",até,Foi,preposição,incorreta,0.0,incorreta
"Foi quando [LACUNA] à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",saiu,chegou,verbo,classe_correta,1.0,aceitavel
"Foi quando chegou à sala um colega muito apressado, com a notícia de que o avião [LACUNA] são e salvo há pouco tempo",saiu,aterrissara,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA],alegrou,riu,verbo,aceitavel,1.0,aceitavel
"Todo mundo, menos o mentiroso que [LACUNA] incrédulo e irritado que não era verdade porque vira o avião cair",estava,disse,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não [LACUNA] verdade porque vira o avião cair",era,era,verbo,exata,1.0,exata
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque [LACUNA] o avião cair",caiu,vira,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque vira o avião [LACUNA]",incendiado,cair,adjetivo,incorreta,0.5,classe_correta
"Agora, quando [LACUNA] desse fato, concluo que ele não mentiu",falou,lembro,verbo,classe_correta,0.5,classe_correta
"Agora, quando lembro desse fato, [LACUNA] que ele não mentiu",acreditava,concluo,verbo,classe_correta,0.5,classe_correta
"Agora, quando lembro desse fato, concluo que ele não [LACUNA]",mentia,mentiu,verbo,classe_correta,1.0,grafia_incorreta
"Ele, realmente, [LACUNA] a queda do avião",viu,vira,verbo,aceitavel,0.5,classe_correta
"Para ele, o avião [LACUNA] e incendiara, e tudo o mais",caiu,caíra,verbo,aceitavel,1.0,aceitavel
"Para ele, o avião caíra e [LACUNA], e tudo o mais",explodiu,incendiara,verbo,aceitavel,0.0,incorreta
"E ele [LACUNA] no que dizia, porque era um ficcionista",acreditou,acreditava,verbo,classe_correta,1.0,grafia_incorreta
"E ele acreditava no que [LACUNA], porque era um ficcionista",viu,dizia,verbo,classe_correta,0.5,classe_correta
"E ele acreditava no que dizia, porque [LACUNA] um ficcionista",era,era,verbo,exata,1.0,exata
"Naquele momento, [LACUNA] apenas de lápis e papel",em,precisava,preposição,incorreta,0.0,incorreta
"[LACUNA] um escritor, se escrevesse o que dizia",era,Seria,verbo,classe_correta,1.0,aceitavel
"Seria um escritor, se [LACUNA] o que dizia",acreditou,escrevesse,verbo,classe_correta,0.5,classe_correta
"Seria um escritor, se escrevesse o que [LACUNA]",viu,dizia,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA] que ele era mentiroso,falava,sabia,verbo,classe_correta,1.0,aceitavel
Todo mundo sabia que ele [LACUNA] mentiroso,era,era,verbo,exata,1.0,exata
"Uma vez, o rádio [LACUNA] uma notícia alarmante",noticiou,deu,verbo,classe_correta,1.0,aceitavel
Um avião em dificuldades [LACUNA] a cidade,perto,sobrevoava,advérbio de lugar,incorreta,0.0,incorreta
[LACUNA] a qualquer momento,explodiria,Cairia,verbo,classe_correta,1.0,aceitavel
"[LACUNA] para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",foram,Fomos,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e [LACUNA] sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",assustados,conversávamos,adjetivo,incorreta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando [LACUNA] o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",viram,apareceu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e [LACUNA] horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",falaram,disse,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que [LACUNA] em perigo caiu perto da casa dele e por pouco a família escapou",estava,estava,verbo,exata,1.0,exata
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo [LACUNA] perto da casa dele e por pouco a família escapou",estava,caiu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família [LACUNA]",sobrevive,escapou,verbo,classe_correta,1.0,aceitavel
"E [LACUNA] o avião incendiado, o piloto gritando por socorro",veem,descreveu,verbo,classe_correta,0.5,classe_correta
"[LACUNA] quando chegou à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",e,Foi,conjunção aditiva,incorreta,0.0,incorreta
"Foi quando [LACUNA] à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",saia,chegou,verbo,classe_correta,0.0,incorreta
"Foi quando chegou à sala um colega muito apressado, com a notícia de que o avião [LACUNA] são e salvo há pouco tempo",estava,aterrissara,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA],feliz,riu,adjetivo,incorreta,0.0,incorreta
"Todo mundo, menos o mentiroso que [LACUNA] incrédulo e irritado que não era verdade porque vira o avião cair",estava,disse,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não [LACUNA] verdade porque vira o avião cair",há,era,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque [LACUNA] o avião cair",todo,vira,pronome indefinido,incorreta,0.0,incorreta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque vira o avião [LACUNA]",quebrou,cair,verbo,classe_correta,1.0,aceitavel
"Agora, quando [LACUNA] desse fato, concluo que ele não mentiu",descobriram,lembro,verbo,classe_correta,0.5,classe_correta
"Agora, quando lembro desse fato, [LACUNA] que ele não mentiu",todos,concluo,pronome indefinido,incorreta,0.0,incorreta
"Agora, quando lembro desse fato, concluo que ele não [LACUNA]",acreditava,mentiu,verbo,classe_correta,0.5,classe_correta
"Ele, realmente, [LACUNA] a queda do avião",acreditava,vira,verbo,classe_correta,1.0,aceitavel
"Para ele, o avião [LACUNA] e incendiara, e tudo o mais",quebrou,caíra,verbo,classe_correta,0.5,classe_correta
"Para ele, o avião caíra e [LACUNA], e tudo o mais",explodiu,incendiara,verbo,aceitavel,0.0,incorreta
"E ele [LACUNA] no que dizia, porque era um ficcionista",triste,acreditava,adjetivo,incorreta,0.0,incorreta
"E ele acreditava no que [LACUNA], porque era um ficcionista",quebrou,dizia,verbo,classe_correta,0.5,classe_correta
"E ele acreditava no que dizia, porque [LACUNA] um ficcionista",todo,era,pronome indefinido,incorreta,0.0,incorreta
"Naquele momento, [LACUNA] apenas de lápis e papel",estava,precisava,verbo,classe_correta,1.0,aceitavel
"[LACUNA] um escritor, se escrevesse o que dizia",mais,Seria,conjunção adversativa,incorreta,0.0,incorreta
"Seria um escritor, se [LACUNA] o que dizia",fez,escrevesse,verbo,classe_correta,0.5,classe_correta
"Seria um escritor, se escrevesse o que [LACUNA]",aconteceu,dizia,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA] que ele era mentiroso,achava,sabia,verbo,classe_correta,1.0,aceitavel
Todo mundo sabia que ele [LACUNA] mentiroso,era,era,verbo,exata,1.0,exata
"Uma vez, o rádio [LACUNA] uma notícia alarmante",tocou,deu,verbo,classe_correta,0.5,classe_correta
Um avião em dificuldades [LACUNA] a cidade,perto,sobrevoava,advérbio de lugar,incorreta,0.0,incorreta
[LACUNA] a qualquer momento,e,Cairia,conjunção aditiva,incorreta,0.0,incorreta
"[LACUNA] para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",-,Fomos,-,incorreta,0.0,branco
"Fomos para o colégio preocupados naquele dia e [LACUNA] sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",-,conversávamos,-,incorreta,0.0,branco
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando [LACUNA] o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",ele,apareceu,pronome pessoal,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e [LACUNA] horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",moticia,disse,nome substantivo,incorreta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que [LACUNA] em perigo caiu perto da casa dele e por pouco a família escapou",caindo,estava,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo [LACUNA] perto da casa dele e por pouco a família escapou",é,caiu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família [LACUNA]",dele,escapou,contração,incorreta,0.0,incorreta
"E [LACUNA] o avião incendiado, o piloto gritando por socorro",ele,descreveu,pronome pessoal,incorreta,0.0,incorreta
"[LACUNA] quando chegou à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",e,Foi,conjunção aditiva,incorreta,0.0,incorreta
"Foi quando [LACUNA] à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",É,chegou,verbo,classe_correta,0.5,classe_correta
"Foi quando chegou à sala um colega muito apressado, com a notícia de que o avião [LACUNA] são e salvo há pouco tempo",ia,aterrissara,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA],achava,riu,-,incorreta,0.5,classe_correta
"Todo mundo, menos o mentiroso que [LACUNA] incrédulo e irritado que não era verdade porque vira o avião cair",estava,disse,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não [LACUNA] verdade porque vira o avião cair",era,era,verbo,exata,1.0,exata
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque [LACUNA] o avião cair",-,vira,-,incorreta,0.0,branco
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque vira o avião [LACUNA]",tava,cair,verbo,classe_correta,0.5,classe_correta
"Agora, quando [LACUNA] desse fato, concluo que ele não mentiu",ele,lembro,pronome pessoal,incorreta,0.0,incorreta
"Agora, quando lembro desse fato, [LACUNA] que ele não mentiu",a,concluo,artigo definido,incorreta,0.0,incorreta
"Agora, quando lembro desse fato, concluo que ele não [LACUNA]",era,mentiu,verbo,classe_correta,0.5,classe_correta
"Ele, realmente, [LACUNA] a queda do avião",que,vira,pronome relativo,incorreta,0.0,incorreta
"Para ele, o avião [LACUNA] e incendiara, e tudo o mais",era,caíra,verbo,classe_correta,0.5,classe_correta
"Para ele, o avião caíra e [LACUNA], e tudo o mais",vai,incendiara,verbo,classe_correta,0.0,incorreta
"E ele [LACUNA] no que dizia, porque era um ficcionista",é,acreditava,verbo,classe_correta,0.5,classe_correta
"E ele acreditava no que [LACUNA], porque era um ficcionista",é,dizia,verbo,classe_correta,0.5,classe_correta
"E ele acreditava no que dizia, porque [LACUNA] um ficcionista",homem,era,nome substantivo,incorreta,0.0,incorreta
"Naquele momento, [LACUNA] apenas de lápis e papel",era,precisava,verbo,classe_correta,0.5,classe_correta
"[LACUNA] um escritor, se escrevesse o que dizia",que,Seria,pronome relativo,incorreta,0.0,incorreta
"Seria um escritor, se [LACUNA] o que dizia",promoveu,escrevesse,verbo,classe_correta,0.5,classe_correta
"Seria um escritor, se escrevesse o que [LACUNA]",escreveu,dizia,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA] que ele era mentiroso,acha,sabia,verbo,classe_correta,0.5,classe_correta
Todo mundo sabia que ele [LACUNA] mentiroso,é,era,verbo,classe_correta,1.0,aceitavel
"Uma vez, o rádio [LACUNA] uma notícia alarmante",comunicou,deu,verbo,classe_correta,1.0,aceitavel
Um avião em dificuldades [LACUNA] a cidade,perto,sobrevoava,advérbio de lugar,incorreta,0.0,incorreta
[LACUNA] a qualquer momento,Pode,Cairia,verbo,classe_correta,0.5,classe_correta
"[LACUNA] para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",Então,Fomos,advérbio de tempo,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e [LACUNA] sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",também,conversávamos,advérbio de inclusão,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando [LACUNA] o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",achou,apareceu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e [LACUNA] horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",estava,disse,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que [LACUNA] em perigo caiu perto da casa dele e por pouco a família escapou",está,estava,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo [LACUNA] perto da casa dele e por pouco a família escapou",bem,caiu,advérbio de modo,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família [LACUNA]",saiu,escapou,verbo,aceitavel,1.0,aceitavel
"E [LACUNA] o avião incendiado, o piloto gritando por socorro",no,descreveu,contração,incorreta,0.0,incorreta
"[LACUNA] quando chegou à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",E,Foi,conjunção aditiva,incorreta,0.0,incorreta
"Foi quando [LACUNA] à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",caminhava,chegou,verbo,classe_correta,0.5,classe_correta
"Foi quando chegou à sala um colega muito apressado, com a notícia de que o avião [LACUNA] são e salvo há pouco tempo",saiu,aterrissara,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA],sabia,riu,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que [LACUNA] incrédulo e irritado que não era verdade porque vira o avião cair",estava,disse,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não [LACUNA] verdade porque vira o avião cair",era,era,verbo,exata,1.0,exata
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque [LACUNA] o avião cair",impossível,vira,adjetivo,incorreta,0.0,incorreta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque vira o avião [LACUNA]",cair,cair,verbo,exata,1.0,exata
"Agora, quando [LACUNA] desse fato, concluo que ele não mentiu",soube,lembro,verbo,classe_correta,0.5,classe_correta
"Agora, quando lembro desse fato, [LACUNA] que ele não mentiu",e,concluo,conjunção aditiva,incorreta,0.0,incorreta
"Agora, quando lembro desse fato, concluo que ele não [LACUNA]",era,mentiu,verbo,classe_correta,0.5,classe_correta
"Ele, realmente, [LACUNA] a queda do avião",salvo,vira,adjetivo,incorreta,0.0,incorreta
"Para ele, o avião [LACUNA] e incendiara, e tudo o mais",são,caíra,adjetivo,incorreta,0.5,classe_correta
"Para ele, o avião caíra e [LACUNA], e tudo o mais",salvo,incendiara,adjetivo,incorreta,0.5,classe_correta
"E ele [LACUNA] no que dizia, porque era um ficcionista",então,acreditava,advérbio de tempo,incorreta,0.0,incorreta
"E ele acreditava no que [LACUNA], porque era um ficcionista",pensava,dizia,verbo,classe_correta,1.0,aceitavel
"E ele acreditava no que dizia, porque [LACUNA] um ficcionista",havia,era,verbo,classe_correta,1.0,aceitavel
"Naquele momento, [LACUNA] apenas de lápis e papel",com,precisava,preposição,incorreta,0.0,incorreta
"[LACUNA] um escritor, se escrevesse o que dizia",e,Seria,conjunção aditiva,incorreta,0.0,incorreta
"Seria um escritor, se [LACUNA] o que dizia",surpreendeu,escrevesse,verbo,classe_correta,0.5,classe_correta
"Seria um escritor, se escrevesse o que [LACUNA]",aconteceu,dizia,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA] que ele era mentiroso,acreditava,sabia,verbo,classe_correta,1.0,aceitavel
Todo mundo sabia que ele [LACUNA] mentiroso,era,era,verbo,exata,1.0,exata
"Uma vez, o rádio [LACUNA] uma notícia alarmante",falou,deu,verbo,classe_correta,0.5,classe_correta
Um avião em dificuldades [LACUNA] a cidade,sobrevoou,sobrevoava,verbo,aceitavel,1.0,grafia_incorreta
[LACUNA] a qualquer momento,em,Cairia,preposição,incorreta,0.0,incorreta
"[LACUNA] para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",no,Fomos,contração,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e [LACUNA] sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",era,conversávamos,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando [LACUNA] o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",pegam,apareceu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e [LACUNA] horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",ele,disse,pronome pessoal,incorreta,0.0,incorreta
